epoch,filename,true_class,predicted_class,confidence
1,America-Ferrera/001.jpg,0,24,0.27575165
1,America-Ferrera/002.jpg,0,21,0.686713
1,America-Ferrera/003.jpg,0,14,0.38289714
1,America-Ferrera/004.jpg,0,19,0.4337139
1,America-Ferrera/005.jpg,0,21,0.71016186
1,America-Ferrera/006.jpg,0,14,0.40997493
1,America-Ferrera/007.jpg,0,19,0.29234332
1,America-Ferrera/008.jpg,0,21,0.25359508
1,America-Ferrera/009.jpg,0,19,0.48872113
1,America-Ferrera/010.jpg,0,21,0.7996775
1,America-Ferrera/011.jpg,0,21,0.36239612
1,America-Ferrera/012.jpg,0,21,0.60798776
1,America-Ferrera/013.jpg,0,14,0.51940167
1,America-Ferrera/014.jpg,0,14,0.5266428
1,America-Ferrera/015.jpg,0,15,0.24119925
1,America-Ferrera/016.jpg,0,21,0.73204315
1,America-Ferrera/017.jpg,0,21,0.4571275
1,America-Ferrera/018.jpg,0,14,0.4956318
1,America-Ferrera/019.jpg,0,19,0.310806
1,America-Ferrera/020.jpg,0,21,0.8252505
1,America-Ferrera/021.jpg,0,24,0.28784364
1,America-Ferrera/022.jpg,0,19,0.5738814
1,America-Ferrera/023.jpg,0,19,0.5213263
1,America-Ferrera/024.jpg,0,21,0.33223963
1,America-Ferrera/025.jpg,0,24,0.40775898
1,America-Ferrera/026.jpg,0,19,0.5194883
1,America-Ferrera/027.jpg,0,19,0.5836087
1,America-Ferrera/028.jpg,0,14,0.5650266
1,America-Ferrera/029.jpg,0,21,0.41655186
1,America-Ferrera/030.jpg,0,21,0.5847707
1,America-Ferrera/031.jpg,0,19,0.6196714
1,America-Ferrera/032.jpg,0,21,0.48409554
1,America-Ferrera/033.jpg,0,19,0.57111025
1,America-Ferrera/034.jpg,0,21,0.87710863
1,America-Ferrera/035.jpg,0,7,0.28305158
1,America-Ferrera/036.jpg,0,21,0.48963964
1,America-Ferrera/037.jpg,0,14,0.35222703
1,America-Ferrera/038.jpg,0,21,0.29514372
1,America-Ferrera/039.jpg,0,19,0.7253795
1,America-Ferrera/040.jpg,0,14,0.40531984
1,America-Ferrera/041.jpg,0,21,0.7357644
1,America-Ferrera/042.jpg,0,19,0.7800584
1,America-Ferrera/043.jpg,0,19,0.26573157
1,America-Ferrera/044.jpg,0,19,0.49293882
1,America-Ferrera/045.jpg,0,19,0.6705446
1,America-Ferrera/046.jpg,0,19,0.29259253
1,America-Ferrera/047.jpg,0,21,0.38053936
1,America-Ferrera/048.jpg,0,14,0.23315227
1,America-Ferrera/049.jpg,0,21,0.52826446
1,America-Ferrera/050.jpg,0,21,0.68708146
1,America-Ferrera/051.jpg,0,21,0.8064276
1,America-Ferrera/052.jpg,0,21,0.8534344
1,America-Ferrera/053.jpg,0,14,0.70508677
1,America-Ferrera/054.jpg,0,14,0.35231876
1,America-Ferrera/055.jpg,0,21,0.680618
1,America-Ferrera/056.jpg,0,21,0.71709234
1,America-Ferrera/057.jpg,0,19,0.7210065
1,America-Ferrera/058.jpg,0,14,0.23052917
1,America-Ferrera/059.jpg,0,14,0.34874764
1,America-Ferrera/060.jpg,0,21,0.75831306
1,America-Ferrera/061.jpg,0,21,0.6040381
1,America-Ferrera/062.jpg,0,14,0.3837937
1,America-Ferrera/063.jpg,0,21,0.4577813
1,America-Ferrera/064.jpg,0,19,0.61850363
1,America-Ferrera/065.jpg,0,21,0.7310794
1,America-Ferrera/066.jpg,0,21,0.35309106
1,America-Ferrera/067.jpg,0,21,0.4241618
1,America-Ferrera/068.jpg,0,19,0.5182459
1,America-Ferrera/069.jpg,0,21,0.35439402
1,America-Ferrera/070.jpg,0,14,0.41412303
1,America-Ferrera/071.jpg,0,14,0.41697425
1,America-Ferrera/072.jpg,0,21,0.6621237
1,America-Ferrera/073.jpg,0,19,0.4939423
1,America-Ferrera/074.jpg,0,19,0.6598333
1,America-Ferrera/075.jpg,0,14,0.36455122
1,America-Ferrera/076.jpg,0,21,0.7130659
1,America-Ferrera/077.jpg,0,14,0.24239351
1,America-Ferrera/078.jpg,0,21,0.29167643
1,America-Ferrera/079.jpg,0,21,0.28670192
1,America-Ferrera/080.jpg,0,14,0.623863
1,Angelina-Jolie/001.jpg,1,21,0.62933165
1,Angelina-Jolie/002.jpg,1,14,0.2922143
1,Angelina-Jolie/003.jpg,1,14,0.34933692
1,Angelina-Jolie/004.jpg,1,14,0.37775812
1,Angelina-Jolie/005.jpg,1,21,0.67807037
1,Angelina-Jolie/006.jpg,1,14,0.2867148
1,Angelina-Jolie/007.jpg,1,21,0.40010458
1,Angelina-Jolie/008.jpg,1,5,0.2425436
1,Angelina-Jolie/009.jpg,1,24,0.2831669
1,Angelina-Jolie/010.jpg,1,21,0.24987859
1,Angelina-Jolie/011.jpg,1,21,0.34564814
1,Angelina-Jolie/012.jpg,1,15,0.2368354
1,Angelina-Jolie/013.jpg,1,21,0.3332271
1,Angelina-Jolie/014.jpg,1,21,0.6960011
1,Angelina-Jolie/015.jpg,1,21,0.71481895
1,Angelina-Jolie/016.jpg,1,19,0.3727309
1,Angelina-Jolie/017.jpg,1,21,0.44628853
1,Angelina-Jolie/018.jpg,1,14,0.3100993
1,Angelina-Jolie/019.jpg,1,24,0.2338265
1,Angelina-Jolie/020.jpg,1,21,0.29394817
1,Angelina-Jolie/021.jpg,1,14,0.47673988
1,Angelina-Jolie/022.jpg,1,21,0.48558724
1,Angelina-Jolie/023.jpg,1,14,0.35658008
1,Angelina-Jolie/024.jpg,1,14,0.23440132
1,Angelina-Jolie/025.jpg,1,21,0.54676896
1,Angelina-Jolie/026.jpg,1,21,0.581084
1,Angelina-Jolie/027.jpg,1,19,0.30162874
1,Angelina-Jolie/028.jpg,1,24,0.31567788
1,Angelina-Jolie/029.jpg,1,21,0.4654656
1,Angelina-Jolie/030.jpg,1,19,0.4019547
1,Angelina-Jolie/031.jpg,1,21,0.41600654
1,Angelina-Jolie/032.jpg,1,14,0.33530772
1,Angelina-Jolie/033.jpg,1,19,0.23195033
1,Angelina-Jolie/034.jpg,1,19,0.7603468
1,Angelina-Jolie/035.jpg,1,21,0.48078445
1,Angelina-Jolie/036.jpg,1,24,0.38913807
1,Angelina-Jolie/037.jpg,1,19,0.88866055
1,Angelina-Jolie/038.jpg,1,14,0.33074862
1,Angelina-Jolie/039.jpg,1,19,0.8917921
1,Angelina-Jolie/040.jpg,1,19,0.33654675
1,Angelina-Jolie/041.jpg,1,21,0.7813154
1,Angelina-Jolie/042.jpg,1,14,0.23085122
1,Angelina-Jolie/043.jpg,1,19,0.33703825
1,Angelina-Jolie/044.jpg,1,19,0.73092943
1,Angelina-Jolie/045.jpg,1,21,0.26960573
1,Angelina-Jolie/046.jpg,1,14,0.2531731
1,Angelina-Jolie/047.jpg,1,19,0.8324046
1,Angelina-Jolie/048.jpg,1,21,0.5720534
1,Angelina-Jolie/049.jpg,1,19,0.7739592
1,Angelina-Jolie/050.jpg,1,24,0.3469779
1,Angelina-Jolie/051.jpg,1,19,0.6082256
1,Angelina-Jolie/052.jpg,1,21,0.62791973
1,Angelina-Jolie/053.jpg,1,21,0.40999398
1,Angelina-Jolie/054.jpg,1,19,0.34061888
1,Angelina-Jolie/055.jpg,1,21,0.4859861
1,Angelina-Jolie/056.jpg,1,21,0.5496024
1,Angelina-Jolie/057.jpg,1,21,0.56961757
1,Angelina-Jolie/058.jpg,1,19,0.4707031
1,Angelina-Jolie/059.jpg,1,14,0.39950147
1,Angelina-Jolie/060.jpg,1,21,0.2519372
1,Angelina-Jolie/061.jpg,1,19,0.755415
1,Angelina-Jolie/062.jpg,1,19,0.83279043
1,Angelina-Jolie/063.jpg,1,21,0.34829158
1,Angelina-Jolie/064.jpg,1,21,0.24423148
1,Angelina-Jolie/065.jpg,1,19,0.54587257
1,Angelina-Jolie/066.jpg,1,14,0.32773408
1,Angelina-Jolie/067.jpg,1,21,0.29109034
1,Angelina-Jolie/068.jpg,1,14,0.35419837
1,Angelina-Jolie/069.jpg,1,14,0.3071396
1,Angelina-Jolie/070.jpg,1,21,0.2734502
1,Angelina-Jolie/071.jpg,1,21,0.7602237
1,Angelina-Jolie/072.jpg,1,14,0.27076355
1,Angelina-Jolie/073.jpg,1,21,0.27980563
1,Angelina-Jolie/074.jpg,1,19,0.7498469
1,Angelina-Jolie/075.jpg,1,21,0.6797008
1,Angelina-Jolie/076.jpg,1,19,0.7589877
1,Angelina-Jolie/077.jpg,1,21,0.54567164
1,Angelina-Jolie/078.jpg,1,15,0.26589194
1,Angelina-Jolie/079.jpg,1,14,0.2609359
1,Angelina-Jolie/080.jpg,1,19,0.43720388
1,Ayo-Edebiri/001.jpg,2,21,0.6472975
1,Ayo-Edebiri/002.jpg,2,14,0.31253582
